time_period,time_identifier,geographic_level,country_name,country_code,sector,soc_4_labelled,soc_3_labelled,soc_2_labelled,soc_1_labelled,sample_occupations_estab_has_vacancy,vac_sum,htfv_sum,ssv_sum,htfv_den,ssv_den
2017,Calendar year,National,United Kingdom,K02000001,Total,2141 - Conservation professionals,Total,Total,Total,25,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2142 - Environment professionals,Total,Total,Total,41,786.106604399605,413.248375511558,376.85268790211,52.5689993187602,47.9391326561789
2017,Calendar year,National,United Kingdom,K02000001,Total,2150 - Research and development managers,Total,Total,Total,25,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2211 - Medical practitioners,Total,Total,Total,114,4751.67239914806,4419.60728813338,1212.79663422461,93.0116160559761,25.5235742775966
2017,Calendar year,National,United Kingdom,K02000001,Total,2218 - Podiatrists,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2219 - Health professionals n.e.c.,Total,Total,Total,15,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2221 - Physiotherapists,Total,Total,Total,17,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2229 - Therapy professionals n.e.c.,Total,Total,Total,10,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2231 - Nurses,Total,Total,Total,660,20941.8465780017,15089.327105272,8166.17783992992,72.0534698268802,38.9945452494531
2017,Calendar year,National,United Kingdom,K02000001,Total,2315 - Primary and nursery education teaching professionals,Total,Total,Total,376,4094.87466210239,1354.79715854402,981.433953319795,33.0851923523453,23.9673746892147
2017,Calendar year,National,United Kingdom,K02000001,Total,2317 - Senior professionals of educational establishments,Total,Total,Total,124,1195.18712889847,121.119007417948,98.0322164255989,10.1338948930596,8.20224833879769
2017,Calendar year,National,United Kingdom,K02000001,Total,2319 - Teaching and other educational professionals n.e.c.,Total,Total,Total,177,3734.31322660578,1417.32387459635,1172.48813239087,37.9540704967749,31.3976911212823
2017,Calendar year,National,United Kingdom,K02000001,Total,2419 - Legal professionals n.e.c.,Total,Total,Total,36,2978.06014376473,347.084078839239,311.165658470057,11.6547034674884,10.4486022259005
2017,Calendar year,National,United Kingdom,K02000001,Total,2421 - Chartered and certified accountants,Total,Total,Total,209,3832.5568668944,1574.76132310452,1322.64139303556,41.0890530211645,34.5106788749966
2017,Calendar year,National,United Kingdom,K02000001,Total,2423 - Management consultants and business analysts,Total,Total,Total,78,2750.21179688447,573.293048053923,519.472180042546,20.8454144769274,18.8884427239757
2017,Calendar year,National,United Kingdom,K02000001,Total,2424 - Business and financial project management professionals,Total,Total,Total,169,3245.59483598917,730.274638935933,651.603863113579,22.5004868395215,20.0765621108399
2017,Calendar year,National,United Kingdom,K02000001,Total,"2425 - Actuaries, economists and statisticians",Total,Total,Total,18,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2426 - Business and related research professionals,Total,Total,Total,62,1547.34821842472,67.8067114560306,50.2174440835945,4.38212360014614,3.24538739797809
2017,Calendar year,National,United Kingdom,K02000001,Total,"2429 - Business, research and administrative professionals n.e.c.",Total,Total,Total,39,1138.99752212079,338.694378038068,338.694378038068,29.7361821654734,29.7361821654734
2017,Calendar year,National,United Kingdom,K02000001,Total,2431 - Architects,Total,Total,Total,108,2404.14713649343,636.571278210969,568.381351617411,26.4780498892193,23.6417040783296
2017,Calendar year,National,United Kingdom,K02000001,Total,2432 - Town planning officers,Total,Total,Total,23,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2442 - Social workers,Total,Total,Total,66,2203.37534822798,405.411369877237,383.390820334171,18.399560029719,17.4001592893606
2017,Calendar year,National,United Kingdom,K02000001,Total,2444 - Clergy,Total,Total,Total,20,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2449 - Welfare professionals n.e.c.,Total,Total,Total,11,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2451 - Librarians,Total,Total,Total,17,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2452 - Archivists and curators,Total,Total,Total,17,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2462 - Quality assurance and regulatory professionals,Total,Total,Total,52,1646.40980712035,189.671853271166,157.504829520763,11.5203306279444,9.56656288365089
2017,Calendar year,National,United Kingdom,K02000001,Total,"2471 - Journalists, newspaper and periodical editors",Total,Total,Total,47,1004.36845406837,234.136605175721,229.997247516322,23.3118238856776,22.8996885141781
2017,Calendar year,National,United Kingdom,K02000001,Total,2472 - Public relations professionals,Total,Total,Total,115,2029.38569024941,361.461062653793,361.461062653793,17.8113536717296,17.8113536717296
2017,Calendar year,National,United Kingdom,K02000001,Total,2473 - Advertising accounts managers and creative directors,Total,Total,Total,38,544.829299395872,163.694259883371,135.756695049258,30.0450544904399,24.917289727221
2017,Calendar year,National,United Kingdom,K02000001,Total,3111 - Laboratory technicians,Total,Total,Total,63,1066.64904409537,183.739394834694,176.592426252295,17.2258528568338,16.5558134824058
2017,Calendar year,National,United Kingdom,K02000001,Total,3112 - Electrical and electronics technicians,Total,Total,Total,15,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3115 - Quality assurance technicians,Total,Total,Total,42,1050.08896670197,461.214300867463,431.769310989341,43.9214500382768,41.117402875435
2017,Calendar year,National,United Kingdom,K02000001,Total,"3116 - Planning, process and production technicians",Total,Total,Total,37,467.516583459659,94.5444338358218,80.8260162747445,20.2226909548717,17.2883741741578
2017,Calendar year,National,United Kingdom,K02000001,Total,"3119 - Science, engineering and production technicians n.e.c.",Total,Total,Total,145,2835.32836735131,711.125725374149,612.036002587988,25.0808948114347,21.5860712866826
2017,Calendar year,National,United Kingdom,K02000001,Total,3122 - Draughtspersons,Total,Total,Total,87,1655.91550646662,1202.42556101807,460.685970351574,72.613944148865,27.8206205903937
2017,Calendar year,National,United Kingdom,K02000001,Total,3131 - It operations technicians,Total,Total,Total,104,2248.09510286687,498.072539433064,432.717664444309,22.15531446147,19.248192120186
2017,Calendar year,National,United Kingdom,K02000001,Total,3132 - It user support technicians,Total,Total,Total,226,10135.099832865,2923.49942140387,2836.01566832782,28.8452947638844,27.9821187269562
2017,Calendar year,National,United Kingdom,K02000001,Total,3218 - Medical and dental technicians,Total,Total,Total,18,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3219 - Health associate professionals n.e.c.,Total,Total,Total,44,1708.80667364139,246.778168610046,186.308138132844,14.4415499082862,10.902821308383
2017,Calendar year,National,United Kingdom,K02000001,Total,3231 - Youth and community workers,Total,Total,Total,154,3895.98955688475,1154.94030368619,776.500454918364,29.6443377689566,19.9307632523342
2017,Calendar year,National,United Kingdom,K02000001,Total,3233 - Child and early years officers,Total,Total,Total,33,852.766340016704,291.349934359445,291.349934359445,34.1652713865017,34.1652713865017
2017,Calendar year,National,United Kingdom,K02000001,Total,3235 - Counsellors,Total,Total,Total,21,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3239 - Welfare and housing associate professionals n.e.c.,Total,Total,Total,357,10455.8220380739,3243.13478375384,1477.45128156591,31.0175017511227,14.1304172563947
2017,Calendar year,National,United Kingdom,K02000001,Total,"3412 - Authors, writers and translators",Total,Total,Total,37,715.766215053376,124.319720569916,118.517379676926,17.3687606309617,16.5581131358774
2017,Calendar year,National,United Kingdom,K02000001,Total,"3413 - Actors, entertainers and presenters",Total,Total,Total,12,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3414 - Dancers and choreographers,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3415 - Musicians,Total,Total,Total,5,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,"3416 - Arts officers, producers and directors",Total,Total,Total,63,1990.9653411007,389.910886391171,361.527694303007,19.5840117525909,18.1584122455461
2017,Calendar year,National,United Kingdom,K02000001,Total,"3417 - Photographers, audio-visual and broadcasting equipment operators",Total,Total,Total,55,1276.86857880319,552.908902400429,531.782575641763,43.3019428607658,41.6474008734872
2017,Calendar year,National,United Kingdom,K02000001,Total,3421 - Graphic designers,Total,Total,Total,128,2852.87361464022,1222.81819011058,1044.99835855662,42.8626835705372,36.6296758886882
2017,Calendar year,National,United Kingdom,K02000001,Total,"3422 - Product, clothing and related designers",Total,Total,Total,115,2730.94743279881,1021.12176097184,953.149678504752,37.3907512355647,34.9017951446952
2017,Calendar year,National,United Kingdom,K02000001,Total,3441 - Sports players,Total,Total,Total,9,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,"3442 - Sports coaches, instructors and officials",Total,Total,Total,125,3286.67736820583,938.525321409797,647.497995725592,28.5554441847187,19.700686230698
2017,Calendar year,National,United Kingdom,K02000001,Total,3443 - Fitness instructors,Total,Total,Total,61,932.293667667059,309.073134133406,190.356643328777,33.1519074785545,20.4180989242498
2017,Calendar year,National,United Kingdom,K02000001,Total,3520 - Legal associate professionals,Total,Total,Total,117,3762.43641874885,523.150289496054,462.231231646961,13.9045615997418,12.2854230663829
2017,Calendar year,National,United Kingdom,K02000001,Total,"3531 - Estimators, valuers and assessors",Total,Total,Total,108,1532.50421468201,799.842983830178,603.456506830802,52.1918945584202,39.3771515307721
2017,Calendar year,National,United Kingdom,K02000001,Total,3537 - Financial and accounting technicians,Total,Total,Total,50,874.355328912185,262.057735469051,225.278735722024,29.971537520688,25.7651241174799
2017,Calendar year,National,United Kingdom,K02000001,Total,3538 - Financial accounts managers,Total,Total,Total,94,2197.45700208237,255.395845541659,138.351912066507,11.6223364234039,6.29600087443809
2017,Calendar year,National,United Kingdom,K02000001,Total,3539 - Business and related associate professionals n.e.c.,Total,Total,Total,194,3952.4182451357,694.074679155802,469.33275372328,17.5607599223592,11.87457208763
2017,Calendar year,National,United Kingdom,K02000001,Total,3541 - Buyers and procurement officers,Total,Total,Total,76,1306.27288788188,511.686162773992,195.091981989654,39.171460077051,14.9350096598878
2017,Calendar year,National,United Kingdom,K02000001,Total,3542 - Business sales executives,Total,Total,Total,457,10761.3085833795,2979.2661500916,2533.85793959496,27.6849801955589,23.5460020494945
2017,Calendar year,National,United Kingdom,K02000001,Total,3543 - Marketing associate professionals,Total,Total,Total,437,9696.0900310263,2207.04682558245,1918.03307622986,22.7622352775209,19.7815105892415
2017,Calendar year,National,United Kingdom,K02000001,Total,3545 - Sales accounts and business development managers,Total,Total,Total,475,8189.22660316463,2314.06637249172,2046.94241385737,28.2574470658496,24.9955522425812
2017,Calendar year,National,United Kingdom,K02000001,Total,3546 - Conference and exhibition managers and organisers,Total,Total,Total,112,2412.23877917858,298.985658541345,227.851515520627,12.394529974481,9.44564516114011
2017,Calendar year,National,United Kingdom,K02000001,Total,3550 - Conservation and environmental associate professionals,Total,Total,Total,25,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3562 - Human resources and industrial relations officers,Total,Total,Total,485,14093.4510718147,4455.85386972921,4141.10701432666,31.6164851818332,29.3832007024057
2017,Calendar year,National,United Kingdom,K02000001,Total,3563 - Vocational and industrial trainers and instructors,Total,Total,Total,150,4143.89282974215,1047.64293664932,944.829572852037,25.2816127176367,22.8005310868725
2017,Calendar year,National,United Kingdom,K02000001,Total,3565 - Inspectors of standards and regulations,Total,Total,Total,21,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,4112 - National government administrative occupations,Total,Total,Total,50,2159.62530078609,290.801111509275,202.965834976405,13.4653502810615,9.39819675674877
2017,Calendar year,National,United Kingdom,K02000001,Total,4113 - Local government administrative occupations,Total,Total,Total,45,1136.70036704181,53.9845702390162,53.9845702390162,4.74923487352325,4.74923487352325
2017,Calendar year,National,United Kingdom,K02000001,Total,4114 - Officers of non-governmental organisations,Total,Total,Total,24,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,"4122 - Book-keepers, payroll managers and wages clerks",Total,Total,Total,368,6281.55847243922,1545.78160406978,1277.71242249723,24.6082498611134,20.340691376245
2017,Calendar year,National,United Kingdom,K02000001,Total,4124 - Finance officers,Total,Total,Total,36,569.617503458621,53.2941336535804,18.8744912963697,9.35612640587542,3.31353780067625
2017,Calendar year,National,United Kingdom,K02000001,Total,4129 - Financial administrative occupations n.e.c.,Total,Total,Total,223,4480.12568282264,580.194059187762,349.230440880554,12.9503969366819,7.79510365567525
2017,Calendar year,National,United Kingdom,K02000001,Total,4131 - Records clerks and assistants,Total,Total,Total,86,2588.64295541908,587.2911919847,579.884110781308,22.6872226915365,22.4010850769271
2017,Calendar year,National,United Kingdom,K02000001,Total,4134 - Transport and distribution clerks and assistants,Total,Total,Total,97,1866.46723617217,223.361346541054,173.361260653764,11.9670649563146,9.28820272298486
2017,Calendar year,National,United Kingdom,K02000001,Total,4135 - Library clerks and assistants,Total,Total,Total,75,1410.63346712254,69.1185565900092,0,4.89982395859354,0
2017,Calendar year,National,United Kingdom,K02000001,Total,4138 - Human resources administrative occupations,Total,Total,Total,76,3149.76581352517,2036.95151616065,2003.40735982597,64.6699353778598,63.6049623506386
2017,Calendar year,National,United Kingdom,K02000001,Total,4151 - Sales administrators,Total,Total,Total,199,3338.7474617451,580.359945225914,471.584135751058,17.3825649251882,14.1245823816986
2017,Calendar year,National,United Kingdom,K02000001,Total,4159 - Other administrative occupations n.e.c.,Total,Total,Total,1536,31693.3123744695,5797.1598211044,3943.47074873794,18.2914292851709,12.4425957821771
