time_period,time_identifier,geographic_level,country_code,country_name,institution_group,institution_type,breakdown_topic,breakdown,data_type,version,inst_count,cohort,overall,education,fe,ssf,sfc,other_edu,ind,appru,special,spi,edu_combo,he,appren,appl3,appl2,all_work,all_notsust,notsust,notsust_ben,only_ben,all_unknown,unknown_id,unknown
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Disadvantaged Male,Percentage,Revised,z,77470,84.8,78.5,44.2,22,8.1,4.2,0.2,0.3,3.3,0.2,0.2,low,2.7,1.2,1.6,3.5,10.2,9.3,0.5,0.4,5.1,4.9,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Not disadvantaged Female,Number of students,Revised,z,207586,199446,188839,60739,91395,33496,3209,1332,102,1110,75,523,67,5241,1604,3637,5366,5962,5361,362,239,2178,1896,282
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Not disadvantaged Female,Percentage,Revised,z,207586,96.1,91,29.3,44,16.1,1.5,0.6,low,0.5,low,0.3,low,2.5,0.8,1.8,2.6,2.9,2.6,0.2,0.1,1,0.9,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Not disadvantaged Male,Number of students,Revised,z,216500,204751,188518,72654,85656,26263,3945,942,178,2289,113,406,17,10199,5391,4808,6034,7939,7666,167,106,3810,3422,388
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Not disadvantaged Male,Percentage,Revised,z,216500,94.6,87.1,33.6,39.6,12.1,1.8,0.4,0.1,1.1,0.1,0.2,low,4.7,2.5,2.2,2.8,3.7,3.5,0.1,low,1.8,1.6,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Any other ethnic group,Number of students,Revised,z,11271,10579,10412,3093,5592,1511,216,61,4,126,3,19,3,61,35,26,106,385,362,12,11,307,207,100
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Any other ethnic group,Percentage,Revised,z,11271,93.9,92.4,27.4,49.6,13.4,1.9,0.5,low,1.1,low,0.2,low,0.5,0.3,0.2,0.9,3.4,3.2,0.1,0.1,2.7,1.8,0.9
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Asian or Asian British,Number of students,Revised,z,65824,63037,62174,14636,33784,12482,1272,347,16,825,11,66,7,412,213,199,451,1805,1720,45,40,982,856,126
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Asian or Asian British,Percentage,Revised,z,65824,95.8,94.5,22.2,51.3,19,1.9,0.5,low,1.3,low,0.1,low,0.6,0.3,0.3,0.7,2.7,2.6,0.1,0.1,1.5,1.3,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Black or Black British,Number of students,Revised,z,34931,33423,32846,9518,17214,5333,781,161,19,530,14,56,1,253,204,49,324,992,947,30,15,516,448,68
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Black or Black British,Percentage,Revised,z,34931,95.7,94,27.2,49.3,15.3,2.2,0.5,0.1,1.5,low,0.2,low,0.7,0.6,0.1,0.9,2.8,2.7,0.1,low,1.5,1.3,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Mixed Dual background,Number of students,Revised,z,31792,29364,28002,10315,12945,4028,714,167,59,389,19,76,4,594,305,289,768,1810,1649,98,63,618,572,46
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Mixed Dual background,Percentage,Revised,z,31792,92.4,88.1,32.4,40.7,12.7,2.2,0.5,0.2,1.2,0.1,0.2,low,1.9,1,0.9,2.4,5.7,5.2,0.3,0.2,1.9,1.8,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Unclassified,Number of students,Revised,z,10131,8983,8377,3733,3380,1068,196,56,12,98,5,22,3,245,104,141,361,769,636,77,56,379,325,54
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Unclassified,Percentage,Revised,z,10131,88.7,82.7,36.8,33.4,10.5,1.9,0.6,0.1,1,low,0.2,low,2.4,1,1.4,3.6,7.6,6.3,0.8,0.6,3.7,3.2,0.5
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,White,Number of students,Revised,z,422355,390233,357269,156906,141015,50248,9100,1774,536,5254,362,1100,74,17621,7414,10207,15343,23212,20637,1519,1056,8910,8455,455
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,White,Percentage,Revised,z,422355,92.4,84.6,37.2,33.4,11.9,2.2,0.4,0.1,1.2,0.1,0.3,low,4.2,1.8,2.4,3.6,5.5,4.9,0.4,0.3,2.1,2,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any Other Asian Background,Number of students,Revised,z,10810,10428,10333,2057,6392,1663,221,66,3,131,3,14,4,38,18,20,57,230,217,6,7,152,112,40
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any Other Asian Background,Percentage,Revised,z,10810,96.5,95.6,19,59.1,15.4,2,0.6,low,1.2,low,0.1,low,0.4,0.2,0.2,0.5,2.1,2,0.1,0.1,1.4,1,0.4
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any Other Black Background,Number of students,Revised,z,4534,4302,4212,1402,1947,743,120,27,2,80,2,9,0,36,29,7,54,150,144,4,2,82,74,8
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any Other Black Background,Percentage,Revised,z,4534,94.9,92.9,30.9,42.9,16.4,2.6,0.6,low,1.8,low,0.2,0,0.8,0.6,0.2,1.2,3.3,3.2,0.1,low,1.8,1.6,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any Other Ethnic Group,Number of students,Revised,z,11271,10579,10412,3093,5592,1511,216,61,4,126,3,19,3,61,35,26,106,385,362,12,11,307,207,100
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any Other Ethnic Group,Percentage,Revised,z,11271,93.9,92.4,27.4,49.6,13.4,1.9,0.5,low,1.1,low,0.2,low,0.5,0.3,0.2,0.9,3.4,3.2,0.1,0.1,2.7,1.8,0.9
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any Other Mixed Background,Number of students,Revised,z,11762,10962,10581,3519,5295,1471,296,89,25,153,6,21,2,158,89,69,223,575,539,26,10,225,202,23
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any Other Mixed Background,Percentage,Revised,z,11762,93.2,90,29.9,45,12.5,2.5,0.8,0.2,1.3,0.1,0.2,low,1.3,0.8,0.6,1.9,4.9,4.6,0.2,0.1,1.9,1.7,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any Other White Background,Number of students,Revised,z,32136,29623,28836,10745,13428,4136,527,158,13,288,7,58,3,247,128,119,540,1275,1181,47,47,1238,971,267
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any Other White Background,Percentage,Revised,z,32136,92.2,89.7,33.4,41.8,12.9,1.6,0.5,low,0.9,low,0.2,low,0.8,0.4,0.4,1.7,4,3.7,0.1,0.1,3.9,3,0.8
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Bangladeshi,Number of students,Revised,z,10249,9891,9772,2017,5512,2046,197,52,5,127,1,12,0,53,25,28,66,265,251,7,7,93,83,10
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Bangladeshi,Percentage,Revised,z,10249,96.5,95.3,19.7,53.8,20,1.9,0.5,low,1.2,low,0.1,0,0.5,0.2,0.3,0.6,2.6,2.4,0.1,0.1,0.9,0.8,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Black - African,Number of students,Revised,z,23252,22454,22191,5201,12795,3694,501,124,7,334,5,31,0,127,113,14,136,484,472,9,3,314,267,47
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Black - African,Percentage,Revised,z,23252,96.6,95.4,22.4,55,15.9,2.2,0.5,low,1.4,low,0.1,0,0.5,0.5,0.1,0.6,2.1,2,low,low,1.4,1.1,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Black Caribbean,Number of students,Revised,z,7145,6667,6443,2915,2472,896,160,10,10,116,7,16,1,90,62,28,134,358,331,17,10,120,107,13
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Black Caribbean,Percentage,Revised,z,7145,93.3,90.2,40.8,34.6,12.5,2.2,0.1,0.1,1.6,0.1,0.2,low,1.3,0.9,0.4,1.9,5,4.6,0.2,0.1,1.7,1.5,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Chinese,Number of students,Revised,z,2101,2076,2068,296,1350,356,66,51,0,13,0,1,1,6,4,2,2,10,9,1,0,15,10,5
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Chinese,Percentage,Revised,z,2101,98.8,98.4,14.1,64.3,16.9,3.1,2.4,0,0.6,0,low,low,0.3,0.2,0.1,0.1,0.5,0.4,low,0,0.7,0.5,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Gypsy / Roma,Number of students,Revised,z,1425,833,746,559,120,38,29,0,2,26,0,1,0,25,5,20,62,292,251,15,26,300,283,17
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Gypsy / Roma,Percentage,Revised,z,1425,58.5,52.4,39.2,8.4,2.7,2,0,0.1,1.8,0,0.1,0,1.8,0.4,1.4,4.4,20.5,17.6,1.1,1.8,21.1,19.9,1.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Indian,Number of students,Revised,z,16905,16494,16313,3079,10353,2597,284,104,3,162,2,13,0,90,56,34,91,258,251,5,2,153,122,31
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Indian,Percentage,Revised,z,16905,97.6,96.5,18.2,61.2,15.4,1.7,0.6,low,1,low,0.1,0,0.5,0.3,0.2,0.5,1.5,1.5,low,low,0.9,0.7,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Pakistani,Number of students,Revised,z,25759,24148,23688,7187,10177,5820,504,74,5,392,5,26,2,225,110,115,235,1042,992,26,24,569,529,40
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Pakistani,Percentage,Revised,z,25759,93.7,92,27.9,39.5,22.6,2,0.3,low,1.5,low,0.1,low,0.9,0.4,0.4,0.9,4,3.9,0.1,0.1,2.2,2.1,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Traveller of Irish Heritage,Number of students,Revised,z,171,123,111,68,20,14,9,1,0,8,0,0,0,5,1,4,7,27,23,2,2,21,20,1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Traveller of Irish Heritage,Percentage,Revised,z,171,71.9,64.9,39.8,11.7,8.2,5.3,0.6,0,4.7,0,0,0,2.9,0.6,2.3,4.1,15.8,13.5,1.2,1.2,12.3,11.7,0.6
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Unclassified,Number of students,Revised,z,10131,8983,8377,3733,3380,1068,196,56,12,98,5,22,3,245,104,141,361,769,636,77,56,379,325,54
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Unclassified,Percentage,Revised,z,10131,88.7,82.7,36.8,33.4,10.5,1.9,0.6,0.1,1,low,0.2,low,2.4,1,1.4,3.6,7.6,6.3,0.8,0.6,3.7,3.2,0.5
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White - British,Number of students,Revised,z,386900,358058,326061,145090,126593,45891,8487,1599,518,4910,354,1036,70,17311,7267,10044,14686,21546,19113,1455,978,7296,7136,160
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White - British,Percentage,Revised,z,386900,92.5,84.3,37.5,32.7,11.9,2.2,0.4,0.1,1.3,0.1,0.3,low,4.5,1.9,2.6,3.8,5.6,4.9,0.4,0.3,1.9,1.8,low
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White - Irish,Number of students,Revised,z,1723,1596,1515,444,854,169,48,16,3,22,1,5,1,33,13,20,48,72,69,0,3,55,45,10
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White - Irish,Percentage,Revised,z,1723,92.6,87.9,25.8,49.6,9.8,2.8,0.9,0.2,1.3,0.1,0.3,0.1,1.9,0.8,1.2,2.8,4.2,4,0,0.2,3.2,2.6,0.6
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White and Asian,Number of students,Revised,z,7533,7056,6780,1994,3482,1152,152,38,13,77,2,20,2,123,60,63,153,344,304,20,20,133,119,14
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White and Asian,Percentage,Revised,z,7533,93.7,90,26.5,46.2,15.3,2,0.5,0.2,1,low,0.3,low,1.6,0.8,0.8,2,4.6,4,0.3,0.3,1.8,1.6,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White and Black African,Number of students,Revised,z,4095,3833,3667,1342,1687,544,94,22,5,53,3,11,0,67,40,27,99,196,180,11,5,66,60,6
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White and Black African,Percentage,Revised,z,4095,93.6,89.5,32.8,41.2,13.3,2.3,0.5,0.1,1.3,0.1,0.3,0,1.6,1,0.7,2.4,4.8,4.4,0.3,0.1,1.6,1.5,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White and Black Caribbean,Number of students,Revised,z,8402,7513,6974,3460,2481,861,172,18,16,106,8,24,0,246,116,130,293,695,626,41,28,194,191,3
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White and Black Caribbean,Percentage,Revised,z,8402,89.4,83,41.2,29.5,10.2,2,0.2,0.2,1.3,0.1,0.3,0,2.9,1.4,1.5,3.5,8.3,7.5,0.5,0.3,2.3,2.3,low
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,First Language,First language English,Number of students,Revised,z,475990,441776,406985,169938,168265,58361,10421,2098,595,6029,394,1225,80,18568,7940,10628,16223,25363,22620,1641,1102,8851,8555,296
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,First Language,First language English,Percentage,Revised,z,475990,92.8,85.5,35.7,35.4,12.3,2.2,0.4,0.1,1.3,0.1,0.3,low,3.9,1.7,2.2,3.4,5.3,4.8,0.3,0.2,1.9,1.8,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,First Language,First language other than English,Number of students,Revised,z,97446,91465,89920,27043,44982,16107,1788,452,32,1166,16,111,11,543,313,230,1002,3296,3099,100,97,2685,2162,523
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,First Language,First language other than English,Percentage,Revised,z,97446,93.9,92.3,27.8,46.2,16.5,1.8,0.5,low,1.2,low,0.1,low,0.6,0.3,0.2,1,3.4,3.2,0.1,0.1,2.8,2.2,0.5
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,First Language,First language unclassified,Number of students,Revised,z,2868,2378,2175,1220,683,202,70,16,19,27,4,3,1,75,22,53,128,314,232,40,42,176,146,30
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,First Language,First language unclassified,Percentage,Revised,z,2868,82.9,75.8,42.5,23.8,7,2.4,0.6,0.7,0.9,0.1,0.1,low,2.6,0.8,1.8,4.5,10.9,8.1,1.4,1.5,6.1,5.1,1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,FSM Status,FSM eligible,Number of students,Revised,z,107967,92155,85643,46765,24661,10319,3898,197,246,2995,174,279,7,2428,824,1604,4084,11445,9683,1025,737,4367,4236,131
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,FSM Status,FSM eligible,Percentage,Revised,z,107967,85.4,79.3,43.3,22.8,9.6,3.6,0.2,0.2,2.8,0.2,0.3,low,2.2,0.8,1.5,3.8,10.6,9,0.9,0.7,4,3.9,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,FSM Status,FSM not eligible,Number of students,Revised,z,468337,443464,413437,151436,189269,64351,8381,2369,400,4227,240,1060,85,16758,7451,9307,13269,17528,16268,756,504,7345,6627,718
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,FSM Status,FSM not eligible,Percentage,Revised,z,468337,94.7,88.3,32.3,40.4,13.7,1.8,0.5,0.1,0.9,0.1,0.2,low,3.6,1.6,2,2.8,3.7,3.5,0.2,0.1,1.6,1.4,0.2
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Prior Attainment at KS2,High prior,Number of students,Revised,z,83349,81547,79576,10781,52943,14738,1114,899,33,35,5,124,18,1044,673,371,927,1303,1225,53,25,499,480,19
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Prior Attainment at KS2,High prior,Percentage,Revised,z,83349,97.8,95.5,12.9,63.5,17.7,1.3,1.1,low,low,low,0.1,low,1.3,0.8,0.4,1.1,1.6,1.5,0.1,low,0.6,0.6,low
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Prior Attainment at KS2,Low prior,Number of students,Revised,z,174957,154998,140084,88113,31039,13727,7205,196,372,5918,297,409,13,7688,2497,5191,7226,14210,12583,904,723,5749,5581,168
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Prior Attainment at KS2,Low prior,Percentage,Revised,z,174957,88.6,80.1,50.4,17.7,7.8,4.1,0.1,0.2,3.4,0.2,0.2,low,4.4,1.4,3,4.1,8.1,7.2,0.5,0.4,3.3,3.2,0.1
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Prior Attainment at KS2,Mid prior,Number of students,Revised,z,284004,268518,249672,87301,118012,42040,2319,1051,185,235,45,755,48,10180,4983,5197,8666,11787,10646,735,406,3699,3575,124
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Prior Attainment at KS2,Mid prior,Percentage,Revised,z,284004,94.5,87.9,30.7,41.6,14.8,0.8,0.4,0.1,0.1,low,0.3,low,3.6,1.8,1.8,3.1,4.2,3.7,0.3,0.1,1.3,1.3,low
202021,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Prior Attainment at KS2,Not recorded,Number of students,Revised,z,33994,30556,29748,12006,11936,4165,1641,420,56,1034,67,51,13,274,122,152,534,1673,1497,89,87,1765,1227,538
