"metric","breakdown","geogConcat","subgroup","Occupation (SOC2020 Major Group)"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater London Authority CA","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater London Authority CA","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater London Authority CA","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater London Authority CA","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater London Authority CA","23 - Teaching and other educational professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater London Authority CA","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater London Authority CA","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater London Authority CA","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater London Authority CA","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester CA","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester CA","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester CA","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester CA","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester CA","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester CA","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester CA","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester CA","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester CA","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester CA","23 - Teaching and other educational professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester LSIP","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Greater Manchester LSIP","23 - Teaching and other educational professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hampshire and the Solent LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hampshire and the Solent LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hampshire and the Solent LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hampshire and the Solent LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hampshire and the Solent LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hampshire and the Solent LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hampshire and the Solent LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hampshire and the Solent LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hampshire and the Solent LSIP","31 - Science, engineering and technology associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hampshire and the Solent LSIP","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hertfordshire LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hertfordshire LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hertfordshire LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hertfordshire LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hertfordshire LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hertfordshire LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hertfordshire LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hertfordshire LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hertfordshire LSIP","23 - Teaching and other educational professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hertfordshire LSIP","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire CA","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire CA","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire CA","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire CA","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire CA","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire CA","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire CA","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire CA","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire CA","81 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire CA","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire LSIP","81 - Process, plant and machine operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Hull and East Yorkshire LSIP","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Kent and Medway LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Kent and Medway LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Kent and Medway LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Kent and Medway LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Kent and Medway LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Kent and Medway LSIP","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Kent and Medway LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Kent and Medway LSIP","23 - Teaching and other educational professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Kent and Medway LSIP","82 - Transport and mobile machine drivers and operatives","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Kent and Medway LSIP","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire CA","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire CA","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire CA","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire CA","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire CA","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire CA","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire CA","52 - Skilled metal, electrical and electronic trades","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire CA","21 - Science, research, engineering and technology professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire CA","11 - Corporate managers and directors","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire CA","23 - Teaching and other educational professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire LSIP","41 - Administrative occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire LSIP","35 - Business and public service associate professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire LSIP","61 - Caring personal service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire LSIP","92 - Elementary administration and service occupations","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire LSIP","22 - Health professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire LSIP","24 - Business, media and public service professionals","All"
"vacancies","Occupation (SOC2020 Sub-Major Group)","Lancashire LSIP","52 - Skilled metal, electrical and electronic trades","All"
