"geographic_level","area","Summary Profession Category","Detailed Profession Category","time_period","vacancies"
"Local Skills Improvement Plan","Greater Lincolnshire","Communication, Marketing and Public Relations","Publishers","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Communication, Marketing and Public Relations","Sales Promotion Personnel","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Borers and Drilling Supervisors","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Bricklayers and Stonemasons","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Civil Engineering Contractors and Project Leaders","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Concrete Construction Workers and Roofers","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Construction and Civil Engineering Machinists","Oct 22","35"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Construction and Mining (other)","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Construction and Mining Managers","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Construction Contractors","Oct 22","75"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Construction Finishers","Oct 22","230"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Construction Plumbers and Fitters","Oct 22","150"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Construction Project Leaders","Oct 22","120"
"Local Skills Improvement Plan","Greater Lincolnshire","Construction and Mining","Ground and Road Workers","Oct 22","50"
"Local Skills Improvement Plan","Greater Lincolnshire","Defence","Army Soldiers, Corporals and Petty Officers","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Defence","Defence (other)","Oct 22","20"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Art and Media Higher Education Teachers","Oct 22","30"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Chemical and Technical Higher Education Teachers","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Computing and Science Lecturers","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Course Leaders and Instructors","Oct 22","45"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Deans and Coordinators","Oct 22","35"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Education and Training (other)","Oct 22","120"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Educational Directors, Deputy Heads, and Headmasters","Oct 22","20"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Educational Support Staff","Oct 22","325"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Exact Sciences Higher Education Teachers","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Humanities Lecturers","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Language and Cultural Higher Education Teacher","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Law, Economics and Social Sciences Lecturers","Oct 22","25"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Medical Sciences Lecturers","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Primary School Teachers","Oct 22","330"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Scientists","Oct 22","40"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Secondary School Teachers","Oct 22","270"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Social and Health Higher Education Teachers","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Teacher Training Educators","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Technical and Vocational Secondary Education Teachers","Oct 22","90"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Technical Sciences Lecturers","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","University Lecturers (other)","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Vocational Higher Education Teachers","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Education and Training","Vocational Secondary School Teachers","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Business Administration and Engineering Experts","Oct 22","115"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Chemical Engineers, Designers, and Technicians","Oct 22","30"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Civil Engineering Draughtsmen and Designers","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Civil Engineering Engineers, Designers, and Technicians","Oct 22","60"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Construction Draughtsman and Designers","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Construction Engineers, Designers, and Technicians","Oct 22","30"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Electrical Draughtsmen and Engineers","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Electrical Engineers, Designers, and Technicians","Oct 22","350"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Engineering (other)","Oct 22","125"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Engineering Calculators and Planners","Oct 22","50"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Engineering Managers","Oct 22","105"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Material and Process Technologists","Oct 22","20"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Mechanical Engineering Draughtsmen and Designers","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Mechanical Engineering Engineers, Designers, and Technicians","Oct 22","95"
"Local Skills Improvement Plan","Greater Lincolnshire","Engineering","Surveyors and Cartographers","Oct 22","20"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Alternative Healers","Oct 22","[x]"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Care and Welfare Directors","Oct 22","75"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Care Assistants","Oct 22","835"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Care Managers","Oct 22","120"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Carers","Oct 22","245"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Childcare Employees","Oct 22","100"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Dentists and Dental Specialists","Oct 22","80"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Head Nurses and Coordinators","Oct 22","95"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Healthcare (other)","Oct 22","20"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Laboratory Technicians","Oct 22","20"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Medical Assistants","Oct 22","105"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Nursing","Oct 22","470"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Nutritionists and Therapists","Oct 22","130"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Pharmacists and Pharmacologists","Oct 22","85"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Physicians","Oct 22","140"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Psychologists and Educational Consultants","Oct 22","55"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Researchers and Analysts","Oct 22","65"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Specialised Nurses","Oct 22","240"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Specialists and Surgeons","Oct 22","95"
"Local Skills Improvement Plan","Greater Lincolnshire","Healthcare","Technicians and Medical Device Makers","Oct 22","55"
"Local Skills Improvement Plan","Greater Lincolnshire","Hospitality","Chefs and Other Food Preparers","Oct 22","270"
"Local Skills Improvement Plan","Greater Lincolnshire","Hospitality","Hospitality (other)","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Hospitality","Hospitality and Catering Managers","Oct 22","120"
"Local Skills Improvement Plan","Greater Lincolnshire","Hospitality","Hospitality and Catering Senior Personnel","Oct 22","20"
"Local Skills Improvement Plan","Greater Lincolnshire","Hospitality","Hospitality and Service Personnel","Oct 22","245"
"Local Skills Improvement Plan","Greater Lincolnshire","Hospitality","Hospitality Personnel (other)","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Hospitality","Kitchen Assistants","Oct 22","125"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","Consultants and Specialists","Oct 22","80"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","Database Specialists","Oct 22","20"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","Information and Communication Technology (other)","Oct 22","40"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","IT Coordinators","Oct 22","35"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","IT Managers","Oct 22","40"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","IT R&D Professionals","Oct 22","15"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","IT Testers","Oct 22","30"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","Network Specialists","Oct 22","10"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","Programmers","Oct 22","215"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","Support Staff","Oct 22","130"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","System and Application Administrators","Oct 22","30"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","System Developers and Analysts","Oct 22","75"
"Local Skills Improvement Plan","Greater Lincolnshire","Information and Communication Technology","Web Professionals","Oct 22","60"
"Local Skills Improvement Plan","Greater Lincolnshire","Installation, Repair and Maintenance","Electrical Equipment Mechanics","Oct 22","35"
"Local Skills Improvement Plan","Greater Lincolnshire","Installation, Repair and Maintenance","Elevator, Escalator, and Door Mechanics","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Installation, Repair and Maintenance","Gauge and Valve Mechanics","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Installation, Repair and Maintenance","Industrial Machinery Mechanics","Oct 22","125"
"Local Skills Improvement Plan","Greater Lincolnshire","Installation, Repair and Maintenance","Installation, Repair and Maintenance (other)","Oct 22","90"
"Local Skills Improvement Plan","Greater Lincolnshire","Installation, Repair and Maintenance","Installation, Repair and Maintenance Inspectors","Oct 22","5"
"Local Skills Improvement Plan","Greater Lincolnshire","Installation, Repair and Maintenance","Installation, Repair, and Maintenance Heads/managers","Oct 22","80"
