"geogConcat","metric","breakdown","subgroup","value","valueText"
"Coventry and Warwickshire LEP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",719.464423631038,"719.464423631038"
"Cumbria LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1798.17026754237,"1798.17026754237"
"Cumbria LEP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",1504.15002061059,"1504.15002061059"
"Cumbria LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1393.40285672108,"1393.40285672108"
"Cumbria LEP","participation_rate_per_100000_population","Level","Education and training: Level 2",1368.32876932507,"1368.32876932507"
"Cumbria LEP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",1239.37631985988,"1239.37631985988"
"Cumbria LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",981.471420929501,"981.471420929501"
"Cumbria LEP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",937.122811937975,"937.122811937975"
"Cumbria LEP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",788.042746731716,"788.042746731716"
"Cumbria LEP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",777.296709276283,"777.296709276283"
"Cumbria LEP","participation_rate_per_100000_population","Level","Apprenticeships: Intermediate",743.586579037741,"743.586579037741"
"Cumbria LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1798.17026754237,"1798.17026754237"
"Cumbria LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",1504.15002061059,"1504.15002061059"
"Cumbria LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1393.40285672108,"1393.40285672108"
"Cumbria LSIP","participation_rate_per_100000_population","Level","Education and training: Level 2",1368.32876932507,"1368.32876932507"
"Cumbria LSIP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",1239.37631985988,"1239.37631985988"
"Cumbria LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",981.471420929501,"981.471420929501"
"Cumbria LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",937.122811937975,"937.122811937975"
"Cumbria LSIP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",788.042746731716,"788.042746731716"
"Cumbria LSIP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",777.296709276283,"777.296709276283"
"Cumbria LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Intermediate",743.586579037741,"743.586579037741"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1701.92545040605,"1701.92545040605"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","participation_rate_per_100000_population","Level","Education and training: Level 2",1370.45017412909,"1370.45017412909"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",1179.41772561413,"1179.41772561413"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1177.9075876812,"1177.9075876812"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",1019.62833441588,"1019.62833441588"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",999.711311596098,"999.711311596098"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Below Level 2 (excluding Basic Skills)",855.493139001797,"855.493139001797"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","participation_rate_per_100000_population","Level","Education and training: Below Level 2 (excluding Basic Skills)",830.575863108541,"830.575863108541"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",795.087621684812,"795.087621684812"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",721.845931937968,"721.845931937968"
"Derbyshire and Nottinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1701.92545040605,"1701.92545040605"
"Derbyshire and Nottinghamshire LSIP","participation_rate_per_100000_population","Level","Education and training: Level 2",1370.45017412909,"1370.45017412909"
"Derbyshire and Nottinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",1179.41772561413,"1179.41772561413"
"Derbyshire and Nottinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1177.9075876812,"1177.9075876812"
"Derbyshire and Nottinghamshire LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",1019.62833441588,"1019.62833441588"
"Derbyshire and Nottinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",999.711311596098,"999.711311596098"
"Derbyshire and Nottinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: Below Level 2 (excluding Basic Skills)",855.493139001797,"855.493139001797"
"Derbyshire and Nottinghamshire LSIP","participation_rate_per_100000_population","Level","Education and training: Below Level 2 (excluding Basic Skills)",830.575863108541,"830.575863108541"
"Derbyshire and Nottinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",795.087621684812,"795.087621684812"
"Derbyshire and Nottinghamshire LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",721.845931937968,"721.845931937968"
"Dorset LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1899.57647413209,"1899.57647413209"
"Dorset LEP","participation_rate_per_100000_population","Level","Education and training: Level 2",1313.28743890614,"1313.28743890614"
"Dorset LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1212.44572484727,"1212.44572484727"
"Dorset LEP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",1139.74588447925,"1139.74588447925"
"Dorset LEP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",1076.42666867485,"1076.42666867485"
"Dorset LEP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",1068.95783670971,"1068.95783670971"
"Dorset LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",989.655891461409,"989.655891461409"
"Dorset LEP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",975.618482984541,"975.618482984541"
"Dorset LEP","participation_rate_per_100000_population","Level","Apprenticeships: Intermediate",811.163431183047,"811.163431183047"
"Dorset LEP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 2",619.121221198607,"619.121221198607"
"Dorset LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1706.6505570487,"1706.6505570487"
"Dorset LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1256.60914303243,"1256.60914303243"
"Dorset LSIP","participation_rate_per_100000_population","Level","Education and training: Level 2",1254.27126555702,"1254.27126555702"
"Dorset LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",1135.99853019505,"1135.99853019505"
"Dorset LSIP","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",1130.36375936034,"1130.36375936034"
"Dorset LSIP","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",997.104743262012,"997.104743262012"
"Dorset LSIP","participation_rate_per_100000_population","Level","Further education and skills: Level 4+",914.110092884987,"914.110092884987"
"Dorset LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Higher",880.481820871726,"880.481820871726"
"Dorset LSIP","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",624.213285934249,"624.213285934249"
"Dorset LSIP","participation_rate_per_100000_population","Level","Apprenticeships: Intermediate",621.646712726018,"621.646712726018"
"England","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1651,"1651"
"England","participation_rate_per_100000_population","Level","Further education and skills: Basic Skills",1300,"1300"
"England","participation_rate_per_100000_population","Level","Education and training: Level 2",1294,"1294"
"England","participation_rate_per_100000_population","Level","Further education and skills: Level 3",1174,"1174"
"England","participation_rate_per_100000_population","Level","Further education and skills: Full Level 3",966,"966"
"England","participation_rate_per_100000_population","Level","Further education and skills: No Level Assigned",949,"949"
"England","participation_rate_per_100000_population","Level","Apprenticeships: Advanced",938,"938"
"England","participation_rate_per_100000_population","Level","Further education and skills: Below Level 2 (excluding Basic Skills)",835,"835"
"England","participation_rate_per_100000_population","Level","Education and training: Basic Skills",811,"811"
"England","participation_rate_per_100000_population","Level","Education and training: Below Level 2 (excluding Basic Skills)",742,"742"
"Enterprise M3 LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 2",1255.96821923208,"1255.96821923208"
"Enterprise M3 LEP","participation_rate_per_100000_population","Level","Education and training: Level 2",1005.44861915269,"1005.44861915269"
"Enterprise M3 LEP","participation_rate_per_100000_population","Level","Further education and skills: Level 3",993.09115009048,"993.09115009048"
